ppn,maa2,jvu,titel,deeltitel,editie,impressum,epn,copy_counter,sgn,mms_id_item,item_policy,mms_id_holding,mms_id,kmc4821,kmc4850
046341668,Aa,1973,@Wonen rond de Hoge Berg : prehistorie en vroegste geschiedenis van Texel / door P.J. Woltering,,,[Amersfoort] : ROB,110404033,1,NE 1974/80111,23354226850007151,Reading room,22354226860007151,991017127219707151,,
046441832,Ab,1988,@TMA : tijdschrift voor mediterrane archeologie,,,Groningen : [s.n.],099221209,1,TE 7944,23369073920007151,Reading room,22369074000007151,991017247319707151,,
046441832,Ab,1988,@TMA : tijdschrift voor mediterrane archeologie,,,Groningen : [s.n.],099221209,1,TE 7944,23369073930007151,Reading room,22369074000007151,991017247319707151,,
046441832,Ab,1988,@TMA : tijdschrift voor mediterrane archeologie,,,Groningen : [s.n.],099221209,1,TE 7944,23369073940007151,Reading room,22369074000007151,991017247319707151,,
046441832,Ab,1988,@TMA : tijdschrift voor mediterrane archeologie,,,Groningen : [s.n.],099221209,1,TE 7944,23369073950007151,Reading room,22369074000007151,991017247319707151,,
046441832,Ab,1988,@TMA : tijdschrift voor mediterrane archeologie,,,Groningen : [s.n.],099221209,1,TE 7944,23369073960007151,Reading room,22369074000007151,991017247319707151,,
046441832,Ab,1988,@TMA : tijdschrift voor mediterrane archeologie,,,Groningen : [s.n.],099221209,1,TE 7944,23369073970007151,Reading room,22369074000007151,991017247319707151,,
046441832,Ab,1988,@TMA : tijdschrift voor mediterrane archeologie,,,Groningen : [s.n.],099221209,1,TE 7944,23369073980007151,Reading room,22369074000007151,991017247319707151,,
046441832,Ab,1988,@TMA : tijdschrift voor mediterrane archeologie,,,Groningen : [s.n.],099221209,1,TE 7944,23471751510007151,Reading room,22369074000007151,991017247319707151,,
046873163,Aa,1988,@Landinrichting en archeologie: het bodemarchief van Waterland / Jurjen M. Bos,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,099237199,1,5012667,23394356740007151,Reading room,22394356750007151,991017483399707151,,
046873163,Aa,1988,@Landinrichting en archeologie: het bodemarchief van Waterland / Jurjen M. Bos,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,065953762,2,NL 43 E 4260,23394356760007151,Reading room,22394356770007151,991017483399707151,,
047055200,Aa,1988,@Archeologie en oecologie van Holland tussen Rijn en Vlie / red.: J.H.F. Bloemers,,,Assen [etc.] : Van Gorcum,099249510,1,4014234,23419250280007151,Reading room,22419250290007151,991017705019707151,,
047055200,Aa,1988,@Archeologie en oecologie van Holland tussen Rijn en Vlie / red.: J.H.F. Bloemers,,,Assen [etc.] : Van Gorcum,07550099X,2,NL 36 B 5503,23419250260007151,Reading room,22419250270007151,991017705019707151,,
047256745,Ab,198X,The @coinhunter : het onafhankelijk kwartaalblad voor de detector-amateur in Nederland en België,,,Zwolle : Coin Hunters Company,11143050X,1,TE 8038,23388897260007151,Reading room,22388897270007151,991017975759707151,,
047700963,Aa,1988,@Catalogus van boeken en tijdschriften over archeologie en prehistorie : een keuze uit het bezit van de Bibliotheek Arnhem / Bibliotheek Arnhem,,,Arnhem : Stichting Arnhemse Openbare en Gelderse Wetenschappelijke Bibliotheek,099305135,1,2151117,23404437290007151,Reading room,22404437310007151,991018599809707151,,
04795406X,Aa,1987,"@Musea voor archeologie en sierkunsten : Curtiusmuseum, glaswerkmuseum, d' Ansembourgmuseum, Luik / Luc Engen ; [fotogr.: H. Maertens ; vert. uit het Frans S. Deraeve]",,,[Brussel] : Gemeentekrediet,099314924,1,5028053,23387616370007151,Reading room,22387616380007151,991018765749707151,,
048136042,Ab,1987-2005,@Profiel : contactorgaan historische archeologieën Rijksuniversiteit Leiden,,,"Leiden : Rijksuniversiteit Leiden, Vakgroep Archeologie",142755788,1,TD 3618,23385197370007151,Reading room,22385197380007151,991018904469707151,,
048136905,Aa,1980,@Schepen bij Nigrum Pullum : expositie van een boomstamkano uit de tweede eeuw na Chr. in het museum voor scheepsarcheologie te Ketelhaven / [G.I.W. Dragt ; uitg. samengest. door medew. van Museum voor Scheepsarcheologie in samenw. met het Instituut voor Prae- en Protohistorie],,,Ketelhaven : Rijksdienst voor de IJsselmeerpolders,1257325590,1,12050127,23369201920007151,Reading room,22369201930007151,991018906289707151,,
048430498,Aa,1988,De @Vroeg-Romeinse versterking te Velsen 1 : fort en haven / Jean-Marie André Willem Morel,,,[S.l. : s.n.],099333430,1,5017399,23443065550007151,Reading room,22443065560007151,991019159649707151,,
048455741,Aa,1988,@Archeologische kroniek van Overijssel over 1986 / A.D. Verlinde,,,[Amersfoort] : ROB,099336448,1,4012419,23440015040007151,Reading room,22440015050007151,991019201239707151,,
048456098,Aa,1988,@Archeologische kroniek van Holland over 1986 / Rijksdienst voor het Oudheidkundig Bodemonderzoek,,,Amersfoort : ROB,099336480,1,4012418,23457039930007151,Reading room,22457039940007151,991019202029707151,,
048456454,Aa,1988,@Archeologische kroniek van Limburg over 1986 / onder red. van H. Stoepker,,,[Amersfoort] : ROB,099336499,1,4012417,23428398420007151,Reading room,22428398430007151,991019202299707151,,
048456918,Aa,1988,"@Opgraven : technieken voor archeologisch veldwerk / Alette Warringa, Gerard van Haaff ; m.m.v. Saskia van Dockum ... [et al.]",,,Utrecht : Stichting Matrijs,082006962,1,MAY 099,23396783690007151,Reading room,22396783700007151,991019202849707151,,
048456918,Aa,1988,"@Opgraven : technieken voor archeologisch veldwerk / Alette Warringa, Gerard van Haaff ; m.m.v. Saskia van Dockum ... [et al.]",,,Utrecht : Stichting Matrijs,099336537,2,4017093,23396783670007151,Reading room,22396783680007151,991019202849707151,,
048457590,Aa,1988,@Kanttekeningen bij 'Marchands et navigateurs frisons du haut moyen âge' / H. Halbertsma,,,[Amersfoort] : ROB,09933657X,1,4012416,23403519370007151,Reading room,22403519380007151,991019203639707151,,
04845785X,Aa,1988,@Lederresten uit de stad Groningen: het schoeisel / O. Goubitz,,,[Amersfoort] : ROB,099336642,1,2015942,23368052610007151,Reading room,22368052620007151,991019204359707151,,
048458651,Aa,1988,"The @geology in relation to the record of occupation and settlement, Assendelver Polders / D.P. Hallewas",,,[Amersfoort] : ROB,099336693,1,5014691,23388548190007151,Reading room,22388548200007151,991019205589707151,,
048460079,Aa,1988,@Versierd schoeisel / O. Goubitz,,,[Amersfoort] : ROB,099336774,1,5014692,23444452800007151,Reading room,22444452810007151,991019208019707151,,
04854163X,Aa,1988,@Kattendiep deurgraven : historisch-archeologisch onderzoek aan de noordzijde van het Gedempte Kattendiep te Groningen / onder red. van: P.H. Broekhuizen ... [et al.],,,Groningen : Stichting Monument en Materiaal,099341603,1,4014368,23406843370007151,Reading room,22406843380007151,991019311639707151,,
048571555,Aa,1988,"@Archeologie en landschap / onder red. van M. Bierma, O.H. Harsema, W. van Zeist",,,"Groningen : Biologisch-Archaeologisch Instituut, Rijksuniversiteit Groningen",077647254,1,MAU 045,23432948570007151,Reading room,22432948580007151,991019346519707151,,
048571555,Aa,1988,"@Archeologie en landschap / onder red. van M. Bierma, O.H. Harsema, W. van Zeist",,,"Groningen : Biologisch-Archaeologisch Instituut, Rijksuniversiteit Groningen",09934341X,2,4014150,23432948550007151,Reading room,22432948560007151,991019346519707151,,
049014749,Aa,1988,"@Archeologisch Onderzoek Martinikerkhof Groningen : eerste fase, verantwoordingsverslag : een onderzoek naar de oudste geschiedenis van Groningen, voorjaar/zomer 1987 / G.J.D. Offerman, J. Walburg ; [fotogr. P. Broekhuizen ... et al.]",,,[Groningen : Stichting Archeologisch Onderzoek Martinikerkhof],099377314,1,5015245,23446369300007151,Reading room,22446369310007151,991019799639707151,,
049102427,Aa,1987,"@Noord-Brabant / [samenstelling: W.J.H. Verwers, Maureen S. Trappeniers]",,,'s-Hertogenbosch : Noordbrabants Museum,09938471X,1,5025075,23445071870007151,Reading room,22445071880007151,991019910779707151,,
049555391,Aa,1988,@Met de klas naar musea en naar archeologische sites : een didactische benadering van museum- en sitebezoek in België / Arnold Provoost,,1#1e dr,Leuven ; Amersfoort : Acco,099413523,1,5016979,23451194890007151,Reading room,22451194900007151,991020393829707151,,
049586084,Aa,1988,@Plant remains from a native settlement at the Roman frontier: De Horden near Wijk bij Duurstede : a numerical approach / Adolf Gustaaf Lange,,,[S.l. : s.n.],099417065,1,5018194,23359888680007151,Reading room,22359888720007151,991020440629707151,,
049586084,Aa,1988,@Plant remains from a native settlement at the Roman frontier: De Horden near Wijk bij Duurstede : a numerical approach / Adolf Gustaaf Lange,,,[S.l. : s.n.],089103300,2,MBA 191,23359888740007151,Reading room,22359888770007151,991020440629707151,,
049586084,Aa,1988,@Plant remains from a native settlement at the Roman frontier: De Horden near Wijk bij Duurstede : a numerical approach / Adolf Gustaaf Lange,,,[S.l. : s.n.],240695461,3,NBM Disk 15,23359888640007151,Blocked,22359888660007151,991020440629707151,,
049664883,Aa,1988,"@Bijdragen aan de bewoningsgeschiedenis van het Maasmondgebied / [M.C. van Trierum, A.B. Döbken, A.J. Guiran ; tek. M.F. Valkhoff ... et al.]",,,Rotterdam : Bureau Oudheidkundig Onderzoek van Gemeentewerken Rotterdam,125902042,1,NL 36 B 5509 01,23351997370007151,Reading room,22351997380007151,991020546089707151,,
049664883,Aa,1988,"@Bijdragen aan de bewoningsgeschiedenis van het Maasmondgebied / [M.C. van Trierum, A.B. Döbken, A.J. Guiran ; tek. M.F. Valkhoff ... et al.]",,,Rotterdam : Bureau Oudheidkundig Onderzoek van Gemeentewerken Rotterdam,099424037,2,4021112,23351997390007151,Reading room,22351997400007151,991020546089707151,,
049841270,Aa,1988,"@Archeometrie in Nederland : een overzicht, de mogelijkheden / [red. H. Kars ; met bijdragen van K. Anderson ... et al.]",,,"'s-Gravenhage : Stichting voor Archeologisch Onderzoek, Nederlandse Organisatie voor Wetenschappelijk Onderzoek",099432935,1,4017963,23360570830007151,Reading room,22360570870007151,991020718809707151,,
049979604,Aa,1988,@Van vuistbijl tot kristal : 30 jaren archeologie-verzameling : een bijdrage tot de archeologische geschiedenis van Noord-Limburg / Sjef Verlinden,,,"Venray : Stichting Geschied- en Oudheidkundig Museum ""'t Freulekeshuus""",099437570,1,4018639,23374859880007151,Reading room,22374859890007151,991020807639707151,,
050006932,Aa,1988,@Terpen en wierden in het Fries-Groningse kustgebied / onder red. van M. Bierma ... [et al.],,,Groningen : Wolters-Noordhoff/Forsten,099439859,1,4014545,23409326050007151,Reading room,22409326060007151,991020836679707151,,
050006932,Aa,1988,@Terpen en wierden in het Fries-Groningse kustgebied / onder red. van M. Bierma ... [et al.],,,Groningen : Wolters-Noordhoff/Forsten,074138472,2,NL 36 A 1003,23409326070007151,Reading room,22409326080007151,991020836679707151,,
050197843,Aa,1973,De @Romeinen in Nederland / W.A. van Es,,2#2e dr,Bussum : Fibula-Van Dishoeck,530214857,1,4278310,23384068010007151,Reading room,22384068020007151,991020897799707151,,
050389327,Aa,1988,A @gladiatorum munus depicted in a Roman villa at Maasbracht / L.J.F. Swinkels,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,099450984,1,5017398,23359987670007151,Reading room,22359987680007151,991021025919707151,,
050389513,Aa,1988,The @Roman wall-paintings and the character of the Roman settlement at Aardenburg (The Netherlands) / R.M. van Dierendonck,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,09945100X,1,5017392,23406730390007151,Reading room,22406730400007151,991021026169707151,,
050390082,Aa,1988,"@Petrography of Archaic antefixes from Satricum / H. Kars, J.G. Moltzer, R.R. Knoop",,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,099451107,1,5017397,23386257120007151,Reading room,22386257130007151,991021026629707151,,
050392980,Aa,1988,@Archeologie en grote ontwikkelingsprojecten / R.H.J. Klok,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,099451352,1,4014552,23373495050007151,Reading room,22373495060007151,991021029429707151,,
050393464,Aa,1988,The @Dutch river area: imperial policy and rural developments in a late Roman frontier zone / W.J.H. Willems,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,099451395,1,5017181,23385964770007151,Reading room,22385964790007151,991021029879707151,,
050582577,Aa,1988,"De @vergeten verzamelingen van Ockenburgh : Romeinse vondsten uit 's-Gravenhage / door J.A. Waasdorp, K. Zee ; [tek.: J.T. de Jong]",,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afdeling Verkeer en Vervoer, Openbare Werken en Monumentenzorg",09947204X,1,5019007,23374801380007151,Reading room,22374801390007151,991021283829707151,,
050582577,Aa,1988,"De @vergeten verzamelingen van Ockenburgh : Romeinse vondsten uit 's-Gravenhage / door J.A. Waasdorp, K. Zee ; [tek.: J.T. de Jong]",,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afdeling Verkeer en Vervoer, Openbare Werken en Monumentenzorg",072960671,2,S 4664 1988 [4],23374801400007151,Reading room,22374801410007151,991021283829707151,,
050620169,Aa,1988,@Voorstel voor de afwerking van de groeve Bélvèdere als archeologisch-geologisch monument / G.P. Gonggrijp,,,Leersum : Rijksinstituut voor Natuurbeheer,099473631,1,5017578,23359588040007151,Reading room,22359588100007151,991021311719707151,,
050629492,Aa,1988,"@Op zoek naar Villa Cruoninga / Jan Schoneveld, Guus Visscher",,,Groningen : Stichting Archeologisch Onderzoek Martinikerkhof,099475979,1,2019476,23445756820007151,Reading room,22445756830007151,991021336569707151,,
050629492,Aa,1988,"@Op zoek naar Villa Cruoninga / Jan Schoneveld, Guus Visscher",,,Groningen : Stichting Archeologisch Onderzoek Martinikerkhof,08519350X,2,AAW 767,23445756800007151,Reading room,22445756810007151,991021336569707151,,
050668382,Aa,1966,De @schat in het zand / door P. Schittekat,,,[Brussel] : [Koninklijk Instituut voor Natuurwetenschappen van belgië],852970064,1,14019782,23462289000007151,Reading room,22462289010007151,991021400289707151,,
050759922,Aa,1988,"@Anloo: De Strubben, Kniphorstbos : een archeologische kartering, inventarisatie en waardering / Sake W. Jager",,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,076199541,1,S 4514 7,23368093690007151,Reading room,22368093700007151,991021488789707151,,
050759922,Aa,1988,"@Anloo: De Strubben, Kniphorstbos : een archeologische kartering, inventarisatie en waardering / Sake W. Jager",,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,099530759,2,5018188,23368093710007151,Reading room,22368093720007151,991021488789707151,,
05083584X,Aa,1988,@Graven rond De Beyerd / [samengest. door G. van den Eynde ... et al.],,,[Breda] : Gemeente Breda,099539829,1,5021827,23366496820007151,Reading room,22366496830007151,991021607769707151,,
051041537,Aa,1988,@Shipwreck! : discoveries from our earliest shipwrecks - 1622-1797 / Christine Hogarth ; foreword by R.J.H. Hawke,,,Sydney : International Cultural Corporation of Australia,1049220285,1,16011505,23464658680007151,Reading room,22464658690007151,991021818169707151,,
051560976,Ab,1981,"@Jaarverslag over ... / Archon, Stichting voor Archeologisch Onderzoek",,,'s-Gravenhage : Archon,174357966,1,JE 4816,23438723860007151,Reading room,22438723890007151,991022242969707151,,
051619210,Aa,1989,@Archeologische kroniek van Gelderland 1986 / R.S. Hulst,,,[Amersfoort] : ROB,099587637,1,4016563,23371915040007151,Reading room,22371915050007151,991022327179707151,,
051619873,Aa,1989,"@Economy and environment in Bronze Age West-Friesland, Noord-Holland (from Wetland to Wetland) / J. Buurman",,,[Amersfoort] : ROB,09958767X,1,5019406,23410313530007151,Reading room,22410313540007151,991022328149707151,,
051620014,Aa,1989,"@Iron age occupation of the dunes near Haamstede on the island of Schouwen-Duiveland, province of Zeeland, the Netherlands / R.M. van Heeringen",,,[Amersfoort] : ROB,099587696,1,4016607,23428313170007151,Reading room,22428313180007151,991022328479707151,,
051620561,Aa,1989,Een @rijk graf uit de vroege ijzertijd te Horst-Hegelsom / W.J.H. Willems en W. Groenman-van Waateringe,,,[Amersfoort] : ROB,099587815,1,2021189,23367415670007151,Reading room,22367415680007151,991022329869707151,,
051620782,Aa,1989,Een @bouwhistorisch en archeologisch onderzoek van het Witte Kerkje van Noordwijkerhout / P. Bitter,,,[Amersfoort] : ROB,099587823,1,4016564,23462614590007151,Reading room,22462614600007151,991022330239707151,,
051620936,Aa,1989,@Sociale en economische betekenis van begraven hofsteden in Delfland / E.J. Bult,,,[Amersfoort] : ROB,099587858,1,4016566,23462425890007151,Reading room,22462425900007151,991022330579707151,,
051621096,Aa,1989,"Een @Romeins grafveldje aan de Tiendweg bij Naaldwijk / E.J. Bult, P. van der Hout en T. Immerzeel",,,[Amersfoort] : ROB,099587866,1,4016567,23399250910007151,Reading room,22399250920007151,991022330789707151,,
051622068,Aa,1989,The @animal remains / G.F. IJzereef,,,[Amersfoort] : ROB,099587939,1,4016568,23429280840007151,Reading room,22429280850007151,991022332169707151,,
051622947,Ab,1982-1994,@Nieuwsbrief / Stichting Nederlands Studiecentrum voor Latium,,,Tonden : Stichting Nederlands Studiecentrum voor Latium,099588080,1,TE 8176,23429779900007151,Reading room,22429779910007151,991022333969707151,,
